calibrator,cohort,k,n_k,base_rate_k,mean_pred,auc,brier,ece,mce,bias
prior_shift_oracle,variable,6,739,0.5561569688768606,0.5358065103187936,0.9080136193697703,0.11522860692151903,0.06538214430298069,0.18537215362602266,-0.020350458558067035
prior_shift_oracle,variable,7,596,0.6241610738255033,0.58758492283302,0.8989535330261137,0.11904722679052646,0.08595795224981273,0.15618418193470768,-0.036576150992483264
prior_shift_oracle,variable,8,479,0.6617954070981211,0.6194787544211332,0.9123924134439382,0.1156298952993673,0.07616608067686301,0.170630060429676,-0.04231665267698784
prior_shift_oracle,variable,9,415,0.6626506024096386,0.6236776418153509,0.9093506493506494,0.11719426245932237,0.0787949482156175,0.17536248271995705,-0.03897296059428764
prior_shift_oracle,variable,10,343,0.6559766763848397,0.622683596928222,0.90015065913371,0.12306987002885937,0.06132369152830248,0.16857664935729938,-0.033293079456617684
prior_shift_oracle,variable,11,285,0.6771929824561403,0.633343242438929,0.9106217616580311,0.1149498352869571,0.06690098117790616,0.17927394341797842,-0.043849740017211335
prior_shift_oracle,variable,12,251,0.6932270916334662,0.6448284742932968,0.8982683982683982,0.12250287973963835,0.062239116686355164,0.27291524273476575,-0.04839861734016948
prior_shift_oracle,fixed,1,309,0.7508090614886731,0.620442960484166,0.9123936408419167,0.12230098619602463,0.1316406755297306,0.2323335273166578,-0.13036610100450705
prior_shift_oracle,fixed,2,308,0.75,0.6173628535234481,0.9099342216225333,0.12402277246854958,0.13925829720199043,0.30470125479476773,-0.13263714647655195
prior_shift_oracle,fixed,3,308,0.75,0.6422415774637661,0.8999269129139259,0.11996849365187817,0.10775842253623388,0.32796301582046294,-0.10775842253623388
prior_shift_oracle,fixed,4,308,0.75,0.653754344789853,0.9005453421037837,0.11702552314572202,0.09624565521014698,0.2542865014454412,-0.09624565521014698
prior_shift_oracle,fixed,5,307,0.749185667752443,0.6653469921043063,0.893450028232637,0.1153973198411781,0.09343827706784304,0.3108474643549435,-0.08383867564813692
prior_shift_oracle,fixed,6,302,0.7450331125827815,0.6636001372050748,0.8894949494949494,0.11819407803404819,0.10310961524227005,0.3229015931533002,-0.0814329753777065
prior_shift_oracle,fixed,7,299,0.7424749163879598,0.6691763716407707,0.8869778869778869,0.11779946391826575,0.09955827967904307,0.4116162851829976,-0.07329854474718915
prior_shift_oracle,fixed,8,293,0.7372013651877133,0.6684480159423819,0.9006132756132756,0.11587459973515082,0.07877494500899362,0.9053407386315642,-0.06875334924533139
prior_shift_oracle,fixed,9,286,0.7307692307692307,0.662776317412418,0.9064189399117629,0.11387865475480548,0.09072780531290808,0.9171071104778826,-0.06799291335681282
prior_shift_oracle,fixed,10,272,0.7169117647058824,0.6532441727776768,0.8958374958374958,0.12096369907665439,0.08074093567887575,0.41294666864598967,-0.06366759192820556
prior_shift_oracle,fixed,11,259,0.7027027027027027,0.6452067039731304,0.9035250463821892,0.11699494519726752,0.07298320953099223,0.9139256890161221,-0.05749599872957241
prior_shift_oracle,fixed,12,251,0.6932270916334662,0.6448284742932968,0.8982683982683982,0.12250287973963835,0.062239116686355164,0.27291524273476575,-0.04839861734016948
